Role,Wikidata identifier,Wikidata label,Wikidata type,UM identifier,UM label,UM type
tar,http://www.wikidata.org/entity/Q203861,tar,http://www.wikidata.org/entity/Q34379,https://data.muziekschatten.nl/som/um2709,Tar,https://data.muziekschatten.nl/som/Instrument
taragato,http://www.wikidata.org/entity/Q736874,taragot,http://www.wikidata.org/entity/Q34379,,,
tarpo,http://www.wikidata.org/entity/Q2394517,tarpu,http://www.wikidata.org/entity/Q34379,,,
tbol,http://www.wikidata.org/entity/Q2382928,t´bol,http://www.wikidata.org/entity/Q34379,,,
tenorhoorn,http://www.wikidata.org/entity/Q745478,tenorhoorn,http://www.wikidata.org/entity/Q34379,https://data.muziekschatten.nl/som/um2748,Tenorhoorn,https://data.muziekschatten.nl/som/Instrument
tenorsax,http://www.wikidata.org/entity/Q1414932,tenorsaxofoon,http://www.wikidata.org/entity/Q34379,,,
tenorsaxofoon,http://www.wikidata.org/entity/Q1414932,tenorsaxofoon,http://www.wikidata.org/entity/Q34379,https://data.muziekschatten.nl/som/um2754,Tenorsaxofoon,https://data.muziekschatten.nl/som/Instrument
tensax,http://www.wikidata.org/entity/Q1414932,tenorsaxofoon,http://www.wikidata.org/entity/Q34379,,,
theorbe,http://www.wikidata.org/entity/Q840920,teorbe,http://www.wikidata.org/entity/Q34379,https://data.muziekschatten.nl/som/um2773,Theorbe,https://data.muziekschatten.nl/som/Instrument
theremin,http://www.wikidata.org/entity/Q207691,theremin,http://www.wikidata.org/entity/Q34379,https://data.muziekschatten.nl/som/um2774,Theremin,https://data.muziekschatten.nl/som/Instrument
timbales,http://www.wikidata.org/entity/Q379248,timbales,http://www.wikidata.org/entity/Q34379,https://data.muziekschatten.nl/som/um2787,Timbales (set),https://data.muziekschatten.nl/som/Instrument
toetsen,http://www.wikidata.org/entity/Q1343007,keyboard,http://www.wikidata.org/entity/Q34379,,,
tombak,http://www.wikidata.org/entity/Q3574843,tonbak,http://www.wikidata.org/entity/Q34379,,,
traverso,http://www.wikidata.org/entity/Q2626629,Traverso,http://www.wikidata.org/entity/Q34379,https://data.muziekschatten.nl/som/um2838,Traverso,https://data.muziekschatten.nl/som/Instrument
tres,http://www.wikidata.org/entity/Q139727,Cubaanse tres,http://www.wikidata.org/entity/Q34379,https://data.muziekschatten.nl/som/um638,Cubaanse tres,https://data.muziekschatten.nl/som/Instrument
triangel,http://www.wikidata.org/entity/Q201735,triangel,http://www.wikidata.org/entity/Q34379,https://data.muziekschatten.nl/som/um2840,Triangel,https://data.muziekschatten.nl/som/Instrument
trom,http://www.wikidata.org/entity/Q11404,trommel,http://www.wikidata.org/entity/Q34379,,,
trombone,http://www.wikidata.org/entity/Q8350,trombone,http://www.wikidata.org/entity/Q34379,https://data.muziekschatten.nl/som/um2855,Trombone,https://data.muziekschatten.nl/som/Instrument
trombone elektr.,http://www.wikidata.org/entity/Q8350,trombone,http://www.wikidata.org/entity/Q34379,,,
trommel,http://www.wikidata.org/entity/Q11404,trommel,http://www.wikidata.org/entity/Q34379,kleine trom,Trommel,https://data.muziekschatten.nl/som/Instrument
trompet,http://www.wikidata.org/entity/Q8338,trompet,http://www.wikidata.org/entity/Q34379,https://data.muziekschatten.nl/som/um2868,Trompet,https://data.muziekschatten.nl/som/Instrument
trompet barok,http://www.wikidata.org/entity/Q808574,baroque trumpet,http://www.wikidata.org/entity/Q34379,,,
tuba,http://www.wikidata.org/entity/Q131168,tuba,http://www.wikidata.org/entity/Q34379,https://data.muziekschatten.nl/som/um2893,Tuba,https://data.muziekschatten.nl/som/Instrument
ud,http://www.wikidata.org/entity/Q191000,oed,http://www.wikidata.org/entity/Q34379,https://data.muziekschatten.nl/som/um2014,Oed,https://data.muziekschatten.nl/som/Instrument
ukelele,http://www.wikidata.org/entity/Q61285,ukelele,http://www.wikidata.org/entity/Q34379,https://data.muziekschatten.nl/som/um2936,Ukelele - familie,https://data.muziekschatten.nl/som/Instrument
vedel,http://www.wikidata.org/entity/Q843679,vedel,http://www.wikidata.org/entity/Q34379,https://data.muziekschatten.nl/som/um2952,Vedel,https://data.muziekschatten.nl/som/Instrument
ventieltrombone,http://www.wikidata.org/entity/Q3444092,ventieltrombone,http://www.wikidata.org/entity/Q34379,https://data.muziekschatten.nl/som/um2955,Ventieltrombone,https://data.muziekschatten.nl/som/Instrument
vibrafoon,http://www.wikidata.org/entity/Q206987,vibrafoon,http://www.wikidata.org/entity/Q34379,https://data.muziekschatten.nl/som/um2959,Vibrafoon,https://data.muziekschatten.nl/som/Instrument
vihuela,http://www.wikidata.org/entity/Q751884,vihuela,http://www.wikidata.org/entity/Q34379,https://data.muziekschatten.nl/som/um2963,Vihuela,https://data.muziekschatten.nl/som/Instrument
vina,http://www.wikidata.org/entity/Q959769,vina,http://www.wikidata.org/entity/Q34379,https://data.muziekschatten.nl/som/um2965,Vina,https://data.muziekschatten.nl/som/Instrument
viola caipira,http://www.wikidata.org/entity/Q7933058,viola caipira,http://www.wikidata.org/entity/Q34379,,,
viola d'amore,http://www.wikidata.org/entity/Q742180,viola d'amore,http://www.wikidata.org/entity/Q34379,https://data.muziekschatten.nl/som/um2972,Viola d'amore,https://data.muziekschatten.nl/som/Instrument
viola da braccio,http://www.wikidata.org/entity/Q570544,viola da braccio,http://www.wikidata.org/entity/Q34379,https://data.muziekschatten.nl/som/um290,Basviool,https://data.muziekschatten.nl/som/Instrument
viola da gamba,http://www.wikidata.org/entity/Q40125,viola da gamba,http://www.wikidata.org/entity/Q34379,https://data.muziekschatten.nl/som/um2969,Viola da gamba - familie,https://data.muziekschatten.nl/som/Instrument
viola da gambla,http://www.wikidata.org/entity/Q40125,viola da gamba,http://www.wikidata.org/entity/Q34379,,,
violone,http://www.wikidata.org/entity/Q667047,violone,http://www.wikidata.org/entity/Q34379,https://data.muziekschatten.nl/som/um2984,Violone,https://data.muziekschatten.nl/som/Instrument
violophone,http://www.wikidata.org/entity/Q615941,Violofoon,http://www.wikidata.org/entity/Q34379,,,
viool,http://www.wikidata.org/entity/Q8355,viool,http://www.wikidata.org/entity/Q34379,https://data.muziekschatten.nl/som/um2985,Viool,https://data.muziekschatten.nl/som/Instrument
viool barok,http://www.wikidata.org/entity/Q808578,Barokviool,http://www.wikidata.org/entity/Q34379,,,
viool elektr.,http://www.wikidata.org/entity/Q685663,electric violin,http://www.wikidata.org/entity/Q34379,,,
virginaal,http://www.wikidata.org/entity/Q922337,virginaal,http://www.wikidata.org/entity/Q34379,https://data.muziekschatten.nl/som/um2997,Virginaal,https://data.muziekschatten.nl/som/Instrument
xylofoon,http://www.wikidata.org/entity/Q165666,xylofoon,http://www.wikidata.org/entity/Q34379,https://data.muziekschatten.nl/som/um3060,Xylofoon,https://data.muziekschatten.nl/som/Instrument
xylorimba,http://www.wikidata.org/entity/Q845193,xylorimba,http://www.wikidata.org/entity/Q34379,https://data.muziekschatten.nl/som/um3061,Xylorimba,https://data.muziekschatten.nl/som/Instrument
zarb,http://www.wikidata.org/entity/Q3574843,tonbak,http://www.wikidata.org/entity/Q34379,https://data.muziekschatten.nl/som/um3095,Zarb,https://data.muziekschatten.nl/som/Instrument
zheng,http://www.wikidata.org/entity/Q726303,guzheng,http://www.wikidata.org/entity/Q34379,https://data.muziekschatten.nl/som/um3099,Zheng,https://data.muziekschatten.nl/som/Instrument
zingende zaag,http://www.wikidata.org/entity/Q1144761,zingende zaag,http://www.wikidata.org/entity/Q34379,https://data.muziekschatten.nl/som/um3105,Zingende zaag,https://data.muziekschatten.nl/som/Instrument
zink,http://www.wikidata.org/entity/Q204638,zink,http://www.wikidata.org/entity/Q34379,https://data.muziekschatten.nl/som/um3106,Zink,https://data.muziekschatten.nl/som/Instrument
bassist,http://www.wikidata.org/entity/Q584301,bassist,http://www.wikidata.org/entity/Q28640,,,
bassiste,http://www.wikidata.org/entity/Q584301,bassist,http://www.wikidata.org/entity/Q28640,,,
cellist,http://www.wikidata.org/entity/Q13219637,cellist,http://www.wikidata.org/entity/Q28640,,,
drummer,http://www.wikidata.org/entity/Q386854,drummer,http://www.wikidata.org/entity/Q28640,,,
gitarist,http://www.wikidata.org/entity/Q855091,gitarist,http://www.wikidata.org/entity/Q28640,,,
jazzgitarist,http://www.wikidata.org/entity/Q6168364,jazzgitarist,http://www.wikidata.org/entity/Q28640,,,
mc,http://www.wikidata.org/entity/Q497240,master of ceremony,http://www.wikidata.org/entity/Q28640,,,
pianist,http://www.wikidata.org/entity/Q486748,pianist,http://www.wikidata.org/entity/Q28640,,,
rapper,http://www.wikidata.org/entity/Q2252262,rapper,http://www.wikidata.org/entity/Q28640,,,
saxofonist,http://www.wikidata.org/entity/Q12800682,saxofonist,http://www.wikidata.org/entity/Q28640,,,
trombonist,http://www.wikidata.org/entity/Q544972,trombonist,http://www.wikidata.org/entity/Q28640,,,
trombonist, jazz,http://www.wikidata.org/entity/Q63565256,http://www.wikidata.org/entity/Q28640,jazztrombonist,,
trompettist,http://www.wikidata.org/entity/Q12377274,trompettist,http://www.wikidata.org/entity/Q28640,,,
violist,http://www.wikidata.org/entity/Q1259917,violist,http://www.wikidata.org/entity/Q28640,,,
zanger,http://www.wikidata.org/entity/Q177220,zanger,http://www.wikidata.org/entity/Q28640,,,
zangeres,http://www.wikidata.org/entity/Q177220,zanger,http://www.wikidata.org/entity/Q28640,,,
